,title,link,POI_ID,like,location,price,country,style,review,bookmark,discount,point,loc,latitude,longitude
23599,鴻利茶餐廳 Hung Lee,www.openrice.com/zh/hongkong/r-%E9%B4%BB%E5%88%A9%E8%8C%B6%E9%A4%90%E5%BB%B3-%E4%B8%8A%E6%B0%B4-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r178952,178952,5.0,上水龍琛路42號地下,$50以下,川菜 (四川),粉麵/米線,(9 食評),90,,,,,
23625,吞餃旺,www.openrice.com/zh/hongkong/r-%E5%90%9E%E9%A4%83%E6%97%BA-%E4%B8%8A%E6%B0%B4-%E4%BA%AC%E5%B7%9D%E6%BB%AC-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r579728,579728,2.0,上水馬會道176號地舖,$50以下,滬菜 (上海),京川滬,(5 食評),34,,"(22.5042989, 114.1302198, 0.0)","號地舖, 176 Jockey Club Rd, Sheung Shui, Hong Kong",22.5042989,114.1302198
23791,東門町 Tung Mun Ting,www.openrice.com/zh/hongkong/r-%E6%9D%B1%E9%96%80%E7%94%BA-%E8%91%B5%E8%8A%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E8%BB%8A%E4%BB%94%E9%BA%B5-r42652,42652,27.0,葵芳葵富路7號葵涌廣場3樓87B號舖,$50以下,川菜 (四川),車仔麵,(66 食評),614,,"(22.3580641, 114.1275159, 0.0)","Hong Kong, 葵芳葵富路7號葵涌廣場3樓87號B舖",22.3580641,114.1275159
23793,四川美味,www.openrice.com/zh/hongkong/r-%E5%9B%9B%E5%B7%9D%E7%BE%8E%E5%91%B3-%E8%91%B5%E8%8A%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r533053,533053,10.0,葵芳葵富路7號葵涌廣場地下A75A號舖,$50以下,川菜 (四川),粉麵/米線,(23 食評),354,,"(22.3584385, 114.1274926, 0.0)","Hong Kong, Kwai Fong, Kwai Foo Rd, 7-11號, Kwai Chung Plaza, 地下A76B 舖7 號 號",22.3584385,114.1274926
23797,巴蜀小吃 冒菜,www.openrice.com/zh/hongkong/r-%E5%B7%B4%E8%9C%80%E5%B0%8F%E5%90%83-%E5%86%92%E8%8F%9C-%E8%91%B5%E8%8A%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r550149,550149,9.0,葵芳葵富路7號葵涌廣場1樓B60B號舖,$50以下,川菜 (四川),粉麵/米線,(11 食評),300,,"(22.3578771, 114.1276845, 0.0)","11 Kwai Foo Rd, Kwai Fong, Hong Kong",22.3578771,114.1276845
23798,Oh My Cow,www.openrice.com/zh/hongkong/r-oh-my-cow-%E8%91%B5%E8%8A%B3-%E5%8F%B0%E7%81%A3%E8%8F%9C-r500744,500744,6.0,葵芳葵富路7號葵涌廣場2樓2010號舖,$50以下,川菜 (四川),台灣菜,(16 食評),186,,"(22.3580641, 114.1275159, 0.0)","Hong Kong, 葵芳葵富路7號葵涌廣場2樓C83號舖",22.3580641,114.1275159
23804,川味美食,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E7%BE%8E%E9%A3%9F-%E8%91%B5%E8%8A%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r51509,51509,12.0,葵芳禮芳街1號地下B號舖,$50以下,川菜 (四川),粉麵/米線,(28 食評),259,,"(22.3593221, 114.1270049, 0.0)","地下B號舖, Foon Tak Building, 1 Lai Fong St, Kwai Chung, Hong Kong",22.3593221,114.1270049
23809,重慶小食,www.openrice.com/zh/hongkong/r-%E9%87%8D%E6%85%B6%E5%B0%8F%E9%A3%9F-%E8%91%B5%E8%8A%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r590256,590256,2.0,葵芳葵富路7號葵涌廣場2樓2021號舖,$50以下,川菜 (四川),川菜 (四川),(2 食評),7,,"(22.3580641, 114.1275159, 0.0)","Hong Kong, 葵芳葵富路7號葵涌廣場2樓C83號舖",22.3580641,114.1275159
23811,葵涌百得阿姨,www.openrice.com/zh/hongkong/r-%E8%91%B5%E6%B6%8C%E7%99%BE%E5%BE%97%E9%98%BF%E5%A7%A8-%E8%91%B5%E8%8A%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r26193,26193,9.0,葵芳葵富路7號葵涌廣場1樓B35號舖,$50以下,川菜 (四川),粉麵/米線,(27 食評),65,,"(22.3580641, 114.1275159, 0.0)","Hong Kong, 葵芳葵富路7號葵涌廣場1樓B35號舖",22.3580641,114.1275159
23815,正宗酸辣粉,www.openrice.com/zh/hongkong/r-%E6%AD%A3%E5%AE%97%E9%85%B8%E8%BE%A3%E7%B2%89-%E8%91%B5%E8%8A%B3-%E6%B8%AF%E5%BC%8F-%E9%9B%9E%E7%85%B2-r172314,172314,3.0,葵芳高芳街23號地舖,$50以下,川菜 (四川),水煮菜式,(8 食評),97,,"(22.3594327, 114.1266408, 0.0)","號地舖, 23 Ko Fong St, Kwai Chung, Hong Kong",22.3594327,114.1266408
23826,好味工房,www.openrice.com/zh/hongkong/r-%E5%A5%BD%E5%91%B3%E5%B7%A5%E6%88%BF-%E8%91%B5%E8%8A%B3-%E4%BA%AC%E5%B7%9D%E6%BB%AC-r594332,594332,,葵芳葵富路7號葵涌廣場3樓 TOP世界3069-T13-15號舖,$50以下,京川滬,京川滬,,1,,"(22.3578771, 114.1276845, 0.0)","11 Kwai Foo Rd, Kwai Fong, Hong Kong",22.3578771,114.1276845
24116,麻川風味,www.openrice.com/zh/hongkong/r-%E9%BA%BB%E5%B7%9D%E9%A2%A8%E5%91%B3-%E8%91%B5%E6%B6%8C-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r523702,523702,12.0,葵涌青山公路葵涌段450-454號名賢大樓地下A號舖,$50以下,滇菜 (雲南),川菜 (四川),(24 食評),693,,"(22.3672857, 114.1350503, 0.0)","450 Castle Peak Rd, Shek Lei, Hong Kong",22.3672857,114.1350503
24129,福圓店,www.openrice.com/zh/hongkong/r-%E7%A6%8F%E5%9C%93%E5%BA%97-%E8%91%B5%E6%B6%8C-%E5%8F%B0%E7%81%A3%E8%8F%9C-r545866,545866,2.0,葵涌青山道412-416號葵星中心地下5A號舖,$50以下,川菜 (四川),台灣菜,(2 食評),16,,"(22.3657568, 114.1355174, 0.0)","412-416 Castle Peak Rd, Kwai Chung, Hong Kong",22.3657568,114.1355174
24137,煌極 Mighty Taste Cuisine,www.openrice.com/zh/hongkong/r-%E7%85%8C%E6%A5%B5-%E8%91%B5%E6%B6%8C-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r480731,480731,2.0,葵涌葵涌道1013號昌年大廈地舖,$201-400,粵菜 (廣東),川菜 (四川),(5 食評),93,,"(22.3679163, 114.1334845, 0.0)","Cheong Nin Building, 1013 Kwai Chung Rd, Kwai Chung, Hong Kong",22.3679163,114.1334845
24147,裕一品四川雲南米線,www.openrice.com/zh/hongkong/r-%E8%A3%95%E4%B8%80%E5%93%81%E5%9B%9B%E5%B7%9D%E9%9B%B2%E5%8D%97%E7%B1%B3%E7%B7%9A-%E8%91%B5%E6%B6%8C-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r529255,529255,2.0,葵涌和宜合道186號地舖,$50以下,滇菜 (雲南),川菜 (四川),(5 食評),53,,"(22.3698212, 114.1386249, 0.0)","號地舖, 186 Wo Yi Hop Rd, Shek Yam, Hong Kong",22.3698212,114.1386249
24149,裕一品四川雲南米線,www.openrice.com/zh/hongkong/r-%E8%A3%95%E4%B8%80%E5%93%81%E5%9B%9B%E5%B7%9D%E9%9B%B2%E5%8D%97%E7%B1%B3%E7%B7%9A-%E8%91%B5%E6%B6%8C-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r573208,573208,1.0,葵涌葵興禾塘咀街117號地下,$50以下,滇菜 (雲南),川菜 (四川),(2 食評),21,,"(22.367236, 114.1326231, 0.0)","Hong Kong, 葵涌葵興禾塘咀街117號地下",22.367236,114.1326231
24154,The Kitchen,www.openrice.com/zh/hongkong/r-the-kitchen-%E8%91%B5%E6%B6%8C-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r555211,555211,,葵涌工業街2-8號力豐工業大廈10樓E室,$401-800,粵菜 (廣東),川菜 (四川),(3 食評),78,,"(22.3627777, 114.1337619, 0.0)","Hong Kong, Kwai Chung, Kung Yip St, 2-8號力豐工業中心4樓A室",22.3627777,114.1337619
24156,聚賢美食,www.openrice.com/zh/hongkong/r-%E8%81%9A%E8%B3%A2%E7%BE%8E%E9%A3%9F-%E8%91%B5%E6%B6%8C-%E6%B8%AF%E5%BC%8F-%E6%8B%89%E9%BA%B5-r479043,479043,1.0,葵涌和宜合道202號誼發大廈1樓1號舖,$50以下,川菜 (四川),車仔麵,(1 食評),29,,"(22.370005, 114.138525, 0.0)","212 Wo Yi Hop Rd, Kwai Chung, Hong Kong",22.370005,114.138525
24168,名小廚,www.openrice.com/zh/hongkong/r-%E5%90%8D%E5%B0%8F%E5%BB%9A-%E8%91%B5%E6%B6%8C-%E6%B8%AF%E5%BC%8F-%E9%9B%9E%E7%85%B2-r434208,434208,2.0,葵涌光輝圍39A昌偉大廈地下28號舖,$101-200,粵菜 (廣東),川菜 (四川),(3 食評),65,,"(22.3685976, 114.1329115, 0.0)","Hong Kong, Kwong Fai Circuit, 39A號號",22.3685976,114.1329115
24509,川味美食,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E7%BE%8E%E9%A3%9F-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r23401,23401,44.0,荃灣西樓角路98-112號荃昌中心昌寧商場1樓43號,$50以下,川菜 (四川),粉麵/米線,(59 食評),948,,"(22.370902, 114.1202688, 0.0)","Hong Kong, 荃灣西樓角路98-112號荃昌中心昌寧商場1樓43號",22.370902,114.1202688
24516,雲南過橋米線,www.openrice.com/zh/hongkong/r-%E9%9B%B2%E5%8D%97%E9%81%8E%E6%A9%8B%E7%B1%B3%E7%B7%9A-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r23284,23284,15.0,荃灣享和街96B地下,$50以下,滇菜 (雲南),川菜 (四川),(29 食評),284,,"(22.3712487, 114.1123643, 0.0)","96 Heung Wo St, Tsuen Wan, Hong Kong",22.3712487,114.1123643
24523,阿公麵店 The Public Chinese Noodle,www.openrice.com/zh/hongkong/r-%E9%98%BF%E5%85%AC%E9%BA%B5%E5%BA%97-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r567675,567675,8.0,荃灣大河道18號地皇廣場1樓119A至D號舖,$50以下,川菜 (四川),粉麵/米線,(10 食評),56,,"(22.3726326, 114.1163267, 0.0)","新界荃灣大河道10-20號地皇廣場 / PORTION 4A-1, 1/F-3/F OF DANG FAT MANSION, 10-20 Tai Ho Rd, Tsuen Wan, Hong Kong",22.3726326,114.1163267
24532,美味烤魚,www.openrice.com/zh/hongkong/r-%E7%BE%8E%E5%91%B3%E7%83%A4%E9%AD%9A-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r190365,190365,11.0,荃灣眾安街二陂坊26號地舖,$101-200,川菜 (四川),火鍋,(16 食評),557,,"(22.3691002, 114.1157843, 0.0)","號地舖, 26 Yi Pei Square, Tsuen Wan, Hong Kong",22.3691002,114.1157843
24547,川味美食,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E7%BE%8E%E9%A3%9F-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r15752,15752,77.0,荃灣四陂坊富利達中心地下F1舖,$50以下,川菜 (四川),粉麵/米線,(114 食評),665,,"(22.36993, 114.1173694, 0.0)","Hong Kong, 荃灣四坡坊富利達中心地下F1舖(近眾安街城市中心)",22.36993,114.1173694
24554,翠湖軒豬扒酸辣米線,www.openrice.com/zh/hongkong/r-%E7%BF%A0%E6%B9%96%E8%BB%92%E8%B1%AC%E6%89%92%E9%85%B8%E8%BE%A3%E7%B1%B3%E7%B7%9A-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r451408,451408,4.0,荃灣大壩街35號安康大廈4號地舖,$51-100,滇菜 (雲南),川菜 (四川),(21 食評),109,,"(22.3715395, 114.1111128, 0.0)","35 Tai Pa St, Tsuen Wan, Hong Kong",22.3715395,114.1111128
24555,貴香園,www.openrice.com/zh/hongkong/r-%E8%B2%B4%E9%A6%99%E5%9C%92-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r141636,141636,7.0,荃灣西樓角路202-216號荃昌中心昌安大廈53至54舖,$50以下,滇菜 (雲南),川菜 (四川),(14 食評),230,,"(22.3711271, 114.1199771, 0.0)","Hong Kong, 荃灣 西樓角路202-216號荃昌中心昌安大廈53至54舖",22.3711271,114.1199771
24565,簡單食堂 Simply Canteen,www.openrice.com/zh/hongkong/r-%E7%B0%A1%E5%96%AE%E9%A3%9F%E5%A0%82-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r547046,547046,3.0,荃灣德海街18號富利達中心地下F2號舖,$50以下,滇菜 (雲南),川菜 (四川),(4 食評),209,,"(22.3699115, 114.1173956, 0.0)","Hong Kong, Tsuen Wan, Tak Hoi St, 18號, Fullytech Centre, F2 舖",22.3699115,114.1173956
24567,川味美食,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E7%BE%8E%E9%A3%9F-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r110867,110867,4.0,荃灣圓墩圍71至78號友聯樓地下17號舖,$50以下,川菜 (四川),粉麵/米線,(6 食評),92,,"(22.3716548, 114.1125192, 0.0)","Hong Kong, Yuen Tun Circuit, 71號號",22.3716548,114.1125192
24579,川風味 Chuen Style,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E9%A2%A8%E5%91%B3-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r49634,49634,3.0,荃灣眾安街136號地下,$50以下,川菜 (四川),粉麵/米線,(12 食評),84,,"(22.3685782, 114.1162476, 0.0)","號地下, 136 Chung On St, Tsuen Wan, Hong Kong",22.3685782,114.1162476
24583,山西印象,www.openrice.com/zh/hongkong/r-%E5%B1%B1%E8%A5%BF%E5%8D%B0%E8%B1%A1-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r578660,578660,2.0,荃灣鱟地坊80-84號華成樓B座地下B1號舖,$50以下,川菜 (四川),晉菜 (山西),(4 食評),79,,"(22.3710007, 114.1151602, 0.0)","Hong Kong, Tsuen Wan, Hau Tei Square, 80-84號, Wah Shing Building Block B, 地下B6 舖80-84 號 號",22.3710007,114.1151602
24588,頭檔大排擋,www.openrice.com/zh/hongkong/r-%E9%A0%AD%E6%AA%94%E5%A4%A7%E6%8E%92%E6%93%8B-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r579229,579229,1.0,荃灣曹公街8號香車街街市熟食中心1樓9號舖,$51-100,粵菜 (廣東),川菜 (四川),(1 食評),49,,"(22.373382, 114.111487, 0.0)","8 Tso Kung St, Tsuen Wan, Hong Kong",22.373382,114.111487
24592,村菜,www.openrice.com/zh/hongkong/r-%E6%9D%91%E8%8F%9C-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r546631,546631,1.0,荃灣海濱花園A平台129B舖,$51-100,粵菜 (廣東),川菜 (四川),(3 食評),75,,"(22.3628038, 114.1137409, 0.0)","Hong Kong, 荃灣怡康街1-7號海濱花園1-4座平台A及平台121號舖",22.3628038,114.1137409
24595,川味美食,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E7%BE%8E%E9%A3%9F-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r477252,477252,1.0,荃灣德士古道24號富麗商場地下40號舖,$50以下,川菜 (四川),粉麵/米線,(2 食評),84,,"(22.3688901, 114.1222644, 0.0)","24 Texaco Road, Tsuen Wan, Hong Kong",22.3688901,114.1222644
24598,合利飯莊烤魚雞煲專門店,www.openrice.com/zh/hongkong/r-%E5%90%88%E5%88%A9%E9%A3%AF%E8%8E%8A%E7%83%A4%E9%AD%9A%E9%9B%9E%E7%85%B2%E5%B0%88%E9%96%80%E5%BA%97-%E8%8D%83%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E9%9B%9E%E7%85%B2-r535608,535608,1.0,荃灣曹公坊7號地下,$51-100,川菜 (四川),火鍋,(2 食評),43,,"(22.3728933, 114.1119044, 0.0)","號地下, 7 Tso Kung Square, Tsuen Wan, Hong Kong",22.3728933,114.1119044
24601,米線陣 Mixian Sense,www.openrice.com/zh/hongkong/r-%E7%B1%B3%E7%B7%9A%E9%99%A3-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r579938,579938,,荃灣楊屋道1號荃新天地1期地下FC1-2號舖,$50以下,滇菜 (雲南),川菜 (四川),(2 食評),47,,"(22.369508, 114.113671, 0.0)","Tsuen Wan, Yeung Uk Rd, 1號, 荃新天地 楊樓127e室, Tsuen Wan, Hong Kong",22.369508,114.113671
24607,珍味餐廳小廚,www.openrice.com/zh/hongkong/r-%E7%8F%8D%E5%91%B3%E9%A4%90%E5%BB%B3%E5%B0%8F%E5%BB%9A-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r481547,481547,1.0,"荃灣曹公街8號香車街熟食中心2樓16,28,29,31號舖",$101-200,粵菜 (廣東),川菜 (四川),(2 食評),52,,"(22.373382, 114.111487, 0.0)","8 Tso Kung St, Tsuen Wan, Hong Kong",22.373382,114.111487
24609,重慶津味小吃,www.openrice.com/zh/hongkong/r-%E9%87%8D%E6%85%B6%E6%B4%A5%E5%91%B3%E5%B0%8F%E5%90%83-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r588992,588992,2.0,荃灣荃富街66號地舖,$50以下,川菜 (四川),粉麵/米線,(2 食評),12,,"(22.3688144, 114.1219112, 0.0)","66 Tsuen Fu St, Tsuen Wan, Hong Kong",22.3688144,114.1219112
24619,魔芋麻辣鷄,www.openrice.com/zh/hongkong/r-%E9%AD%94%E8%8A%8B%E9%BA%BB%E8%BE%A3%E9%B7%84-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r177089,177089,7.0,荃灣青山公路葵涌段499號嘉寶大廈地下E舖,$51-100,粵菜 (廣東),川菜 (四川),(14 食評),182,,"(22.36846, 114.133702, 0.0)","青山公路499號嘉寶大廈地下I鋪, Kwai Chung, Hong Kong",22.36846,114.133702
24627,椰皇閣餐廳小廚,www.openrice.com/zh/hongkong/r-%E6%A4%B0%E7%9A%87%E9%96%A3%E9%A4%90%E5%BB%B3%E5%B0%8F%E5%BB%9A-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r591681,591681,,荃灣沙咀道339號地下A號舖,$51-100,川菜 (四川),火鍋,(1 食評),5,,"(22.3686147, 114.1188229, 0.0)","地下A號舖, 339 Sha Tsui Rd, Tsuen Wan, Hong Kong",22.3686147,114.1188229
24636,川味閣,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E9%96%A3-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r47475,47475,2.0,荃灣德海街18號富利達中心地下F1舖,$50以下,川菜 (四川),粉麵/米線,(6 食評),66,,"(22.3699626, 114.1173091, 0.0)","Hong Kong, 荃灣德海街18號富利達中心地下B舖",22.3699626,114.1173091
24655,說一不二,www.openrice.com/zh/hongkong/r-%E8%AA%AA%E4%B8%80%E4%B8%8D%E4%BA%8C-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r545118,545118,1.0,荃灣大河道18號地皇廣場1樓大食王美食廣場3號舖,$51-100,川菜 (四川),火鍋,(3 食評),30,,"(22.3726326, 114.1163267, 0.0)","新界荃灣大河道10-20號地皇廣場 / PORTION 4A-1, 1/F-3/F OF DANG FAT MANSION, 10-20 Tai Ho Rd, Tsuen Wan, Hong Kong",22.3726326,114.1163267
24656,墮落小龍蝦 Spicy Crayfish,www.openrice.com/zh/hongkong/r-%E5%A2%AE%E8%90%BD%E5%B0%8F%E9%BE%8D%E8%9D%A6-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E6%B5%B7%E9%AE%AE-r584007,584007,1.0,荃灣荃灣鱟地坊54號地舖,$101-200,川菜 (四川),海鮮,(1 食評),51,,"(22.3711563, 114.115423, 0.0)","號地舖, 54 Hau Tei Square, Tsuen Wan, Hong Kong",22.3711563,114.115423
24660,景霖正宗四川麻辣米線 Chinese Noodle Restaurant,www.openrice.com/zh/hongkong/r-%E6%99%AF%E9%9C%96%E6%AD%A3%E5%AE%97%E5%9B%9B%E5%B7%9D%E9%BA%BB%E8%BE%A3%E7%B1%B3%E7%B7%9A-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r528024,528024,5.0,荃灣路德圍34號安富大廈地舖,$50以下,川菜 (四川),粉麵/米線,(12 食評),102,,"(22.3727375, 114.1154853, 0.0)","On Foo Building, 26-28 Lo Tak Ct, Tsuen Wan, Hong Kong",22.3727375,114.1154853
24662,華星麵館 Wah Tsing Noodles,www.openrice.com/zh/hongkong/r-%E8%8F%AF%E6%98%9F%E9%BA%B5%E9%A4%A8-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E6%8B%89%E9%BA%B5-r545167,545167,4.0,荃灣富榮街4號富裕樓地下7號舖,$50以下,川菜 (四川),晉菜 (山西),(11 食評),59,,"(22.373077, 114.116386, 0.0)","4 Fu Wing St, Tsuen Wan, Hong Kong",22.373077,114.116386
25045,米線陣 Mixian Sense,www.openrice.com/zh/hongkong/r-%E7%B1%B3%E7%B7%9A%E9%99%A3-%E9%9D%92%E8%A1%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r555633,555633,3.0,青衣青敬路33號青衣城2期地下G32-33號舖,$50以下,滇菜 (雲南),川菜 (四川),(13 食評),157,,"(22.3600644, 114.1069973, 0.0)","31 Tsing King Rd, Tsing Yi, Hong Kong",22.3600644,114.1069973
25056,裕一品四川雲南米線,www.openrice.com/zh/hongkong/r-%E8%A3%95%E4%B8%80%E5%93%81%E5%9B%9B%E5%B7%9D%E9%9B%B2%E5%8D%97%E7%B1%B3%E7%B7%9A-%E9%9D%92%E8%A1%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r187782,187782,3.0,青衣青綠街7-19號青怡薈地下G22號舖,$50以下,滇菜 (雲南),川菜 (四川),(6 食評),77,,"(22.353687, 114.105033, 0.0)","7-19 Tsing Luk St, Tsing Yi, Hong Kong",22.353687,114.105033
25058,手撕雞達人 Chicken KOL,www.openrice.com/zh/hongkong/r-%E6%89%8B%E6%92%95%E9%9B%9E%E9%81%94%E4%BA%BA-%E9%9D%92%E8%A1%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r558314,558314,1.0,青衣長亨邨長亨街市地下16號舖,$50以下,川菜 (四川),小食店,(1 食評),23,,"(22.354523, 114.097823, 0.0)","6 Liu To Rd, Tsing Yi, Hong Kong",22.354523,114.097823
25069,百味坊,www.openrice.com/zh/hongkong/r-%E7%99%BE%E5%91%B3%E5%9D%8A-%E9%9D%92%E8%A1%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r573924,573924,,青衣擔桿山路6號長發邨青衣市場地下145號舖,$50以下,川菜 (四川),小食店,,6,,"(22.3623356, 114.1039637, 0.0)","Hong Kong, Tsing Yi, 担杆山路6號長發廣場地下",22.3623356,114.1039637
25072,米線陣 Mixian Sense (已搬遷),www.openrice.com/zh/hongkong/r-%E7%B1%B3%E7%B7%9A%E9%99%A3-%E9%9D%92%E8%A1%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r119433,119433,21.0,青衣青敬路33號青衣城1樓120號舖,$50以下,滇菜 (雲南),川菜 (四川),(64 食評),403,,"(22.3587168, 114.1081586, 0.0)","Hong Kong, 青衣青敬路33號青衣城3樓310B 舖",22.3587168,114.1081586
