,title,link,POI_ID,like,location,price,country,style,review,bookmark,discount,point,loc,latitude,longitude
11603,源品雞煲,www.openrice.com/zh/hongkong/r-%E6%BA%90%E5%93%81%E9%9B%9E%E7%85%B2-%E5%A4%A7%E5%9D%91-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r130661,130661,2.0,大坑京街18號地下,$101-200,川菜 (四川),火鍋,(3 食評),725,,"(22.2788133, 114.191966, 0.0)","號地下, 18 King St, Tai Hang, Hong Kong",22.2788133,114.191966
11708,蜀香門第 SHU FAMILY,www.openrice.com/zh/hongkong/r-%E8%9C%80%E9%A6%99%E9%96%80%E7%AC%AC-%E5%A4%A9%E5%90%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r576165,576165,2.0,天后帆船街8號地舖,$51-100,川菜 (四川),雲吞/餃子,(4 食評),133,,"(22.2834779, 114.1919261, 0.0)","號地舖, 8 Yacht St, Causeway Bay, Hong Kong",22.2834779,114.1919261
11711,廚大兵 DaBing,www.openrice.com/zh/hongkong/r-%E5%BB%9A%E5%A4%A7%E5%85%B5-%E5%A4%A9%E5%90%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E6%B5%B7%E9%AE%AE-r579411,579411,1.0,天后木星街9號地下1-2號舖,$201-400,川菜 (四川),海鮮,(3 食評),82,送 25里數 / 30積分,"(22.2862369, 114.1923543, 0.0)","地下1-2號, Jupiter Tower, 9 Jupiter St, Causeway Bay, Hong Kong",22.2862369,114.1923543
11958,小辣椒 Little Chilli,www.openrice.com/zh/hongkong/r-%E5%B0%8F%E8%BE%A3%E6%A4%92-%E5%8C%97%E8%A7%92-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r10468,10468,87.0,北角北角道33號,$101-200,川菜 (四川),水煮菜式,(177 食評),2334,,"(22.2917012, 114.1962894, 0.0)","The Wharf, 33 North Point Rd, North Point, Hong Kong",22.2917012,114.1962894
11965,竹園重慶雞煲,www.openrice.com/zh/hongkong/r-%E7%AB%B9%E5%9C%92%E9%87%8D%E6%85%B6%E9%9B%9E%E7%85%B2-%E5%8C%97%E8%A7%92-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r105942,105942,17.0,北角渣華道99號渣華道市政大廈2樓CF3號,$101-200,川菜 (四川),火鍋,(22 食評),1600,,"(22.2923057, 114.1993439, 0.0)","Hong Kong, 北角 渣華道99號渣華道市政大廈2樓CF3號",22.2923057,114.1993439
11970,北豆 Bar & Grill The Beans Bar & Grill,www.openrice.com/zh/hongkong/r-%E5%8C%97%E8%B1%86-bar-grill-%E5%8C%97%E8%A7%92-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E7%87%92%E7%83%A4-r497786,497786,8.0,北角錦屏路35A號東發大廈B座地下,$101-200,川菜 (四川),燒烤,(10 食評),433,,"(22.290233, 114.200166, 0.0)","Hong Kong, 錦屏街29～35",22.290233,114.200166
11973,傷心酸辣粉 Sour and Spicy Noodle,www.openrice.com/zh/hongkong/r-%E5%82%B7%E5%BF%83%E9%85%B8%E8%BE%A3%E7%B2%89-%E5%8C%97%E8%A7%92-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r534072,534072,5.0,北角電氣道233號城市花園地下53號舖,$51-100,川菜 (四川),粉麵/米線,(10 食評),202,,"(22.2912181, 114.193666, 0.0)","地下53號舖, City Garden Block 7, 233 Electric Rd, North Point, Hong Kong",22.2912181,114.193666
11991,爸爸辣京川滬菜館 Papa Spicy Restaurant,www.openrice.com/zh/hongkong/r-%E7%88%B8%E7%88%B8%E8%BE%A3%E4%BA%AC%E5%B7%9D%E6%BB%AC%E8%8F%9C%E9%A4%A8-%E5%8C%97%E8%A7%92-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r90426,90426,2.0,北角渣華道61-63號華成大廈地下B舖,$101-200,川菜 (四川),雞煲,(5 食評),361,,"(22.2919167, 114.1980125, 0.0)","Hong Kong, 北角渣華道61-63號華成大廈地下B鋪",22.2919167,114.1980125
12246,紅館 The Red Cuisine,www.openrice.com/zh/hongkong/r-%E7%B4%85%E9%A4%A8-%E9%B0%82%E9%AD%9A%E6%B6%8C-%E4%BA%AC%E5%B7%9D%E6%BB%AC-r437281,437281,13.0,鰂魚涌海堤街18-22號D7地舖,$51-100,川菜 (四川),京川滬,(18 食評),870,,"(22.288134, 114.2114186, 0.0)","D7地舖, Riviera Mansion, 18-22 Hoi Tai St, Quarry Bay, Hong Kong",22.288134,114.2114186
12378,金公館 Jin Gong Guan,www.openrice.com/zh/hongkong/r-%E9%87%91%E5%85%AC%E9%A4%A8-%E5%A4%AA%E5%8F%A4-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r582286,582286,57.0,太古康山道1-2號康怡廣場3樓T4號舖,$201-400,川菜 (四川),中菜館,(68 食評),369,,"(22.2850703, 114.2161704, 0.0)","Hong Kong, 太古康山道1號康怡廣場3樓T4號舖",22.2850703,114.2161704
12569,裕一品四川雲南米線,www.openrice.com/zh/hongkong/r-%E8%A3%95%E4%B8%80%E5%93%81%E5%9B%9B%E5%B7%9D%E9%9B%B2%E5%8D%97%E7%B1%B3%E7%B7%9A-%E8%A5%BF%E7%81%A3%E6%B2%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r439769,439769,6.0,西灣河聖十字徑38號地下6號舖,$50以下,滇菜 (雲南),川菜 (四川),(9 食評),172,,"(22.2811469, 114.2222042, 0.0)","地下6號舖, Hung Yan Building, 38 Holy Cross Path, Sai Wan Ho, Hong Kong",22.2811469,114.2222042
12570,錦川餐廳 Kam Cyun Restaurant,www.openrice.com/zh/hongkong/r-%E9%8C%A6%E5%B7%9D%E9%A4%90%E5%BB%B3-%E8%A5%BF%E7%81%A3%E6%B2%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r113566,113566,10.0,西灣河筲箕灣道228號福怡大廈地下4-5號舖,$51-100,川菜 (四川),火鍋,(12 食評),252,,"(22.2803239, 114.2242673, 0.0)","Hong Kong, 西灣河筲箕灣道228號福怡大廈地下4-5號舖",22.2803239,114.2242673
12571,小麵站,www.openrice.com/zh/hongkong/r-%E5%B0%8F%E9%BA%B5%E7%AB%99-%E8%A5%BF%E7%81%A3%E6%B2%B3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r576447,576447,2.0,西灣河筲箕灣道57-87號太安樓地下A55B號舖,$50以下,川菜 (四川),粉麵/米線,(5 食評),119,,"(22.2828742, 114.2220997, 0.0)","Tai On Building, 57-87 Shau Kei Wan Rd, Sai Wan Ho, Hong Kong",22.2828742,114.2220997
12736,大觀園食坊,www.openrice.com/zh/hongkong/r-%E5%A4%A7%E8%A7%80%E5%9C%92%E9%A3%9F%E5%9D%8A-%E7%AD%B2%E7%AE%95%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r490070,490070,8.0,筲箕灣筲箕灣東大街50號金來大廈地下F舖,$50以下,川菜 (四川),雲吞/餃子,(12 食評),254,,"(22.2797826, 114.2300872, 0.0)","Hong Kong, Shau Kei Wan, Shau Kei Wan Main St E, 42-52號 L舖 (Shop L) 金來大廈號地下",22.2797826,114.2300872
12739,川婆婆麻辣燙,www.openrice.com/zh/hongkong/r-%E5%B7%9D%E5%A9%86%E5%A9%86%E9%BA%BB%E8%BE%A3%E7%87%99-%E7%AD%B2%E7%AE%95%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%83%8F%E5%86%AC-r150119,150119,10.0,筲箕灣筲箕灣東大街28-40A號東興大廈地下2號舖,$51-100,川菜 (四川),車仔麵,(38 食評),427,,"(22.2800455, 114.2301735, 0.0)","Tung Hing Building, 28-40A Shau Kei Wan Main St E, Shau Kei Wan, Hong Kong",22.2800455,114.2301735
12740,魚鍋小甜甜 Fish Pot Sichuan Restaurant,www.openrice.com/zh/hongkong/r-%E9%AD%9A%E9%8D%8B%E5%B0%8F%E7%94%9C%E7%94%9C-%E7%AD%B2%E7%AE%95%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r155198,155198,7.0,筲箕灣筲箕灣東大街114號地舖,$101-200,川菜 (四川),火鍋,(13 食評),594,,"(22.278436, 114.230088, 0.0)","號地舖, 114 Shau Kei Wan Main St E, Shau Kei Wan, Hong Kong",22.278436,114.230088
12742,為食魚石鍋烤魚專門店 Afishionado,www.openrice.com/zh/hongkong/r-%E7%82%BA%E9%A3%9F%E9%AD%9A%E7%9F%B3%E9%8D%8B%E7%83%A4%E9%AD%9A%E5%B0%88%E9%96%80%E5%BA%97-%E7%AD%B2%E7%AE%95%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r192422,192422,7.0,筲箕灣筲箕灣東大街109號東成樓地舖,$201-400,川菜 (四川),火鍋,(12 食評),517,,"(22.2790706, 114.2301801, 0.0)","Tung Sing House, 105 Shau Kei Wan Main St E, Shau Kei Wan, Hong Kong",22.2790706,114.2301801
